geometry_id,measurement_id,channel0,channel1,timestamp,value
1152922329240578050,0,194,1334,0,0.119857997
1152922329240579586,1,438,995,0,0.11327184
1152922329240579586,2,500,538,0,0.119249411
1152922329240579842,3,76,1117,0,0.128589869
1152922466679531522,4,213,860,0,0.113953464
1152922466679533058,5,423,562,0,0.0492114909
1152922466679533058,5,423,561,0,0.083280921
1152922466679533058,6,425,545,0,0.0802354515
1152922466679533058,6,425,546,0,0.0699271336
1152922466679533314,7,113,647,0,0.0318588689
1152922466679533314,7,113,646,0,0.0768206418
1152922466679533826,8,593,638,0,0.119052298
1152922466679533826,8,593,637,0,0.0194964558
1152922604118484994,9,228,465,0,0.105581678
1152922604118486530,10,410,200,0,0.121837907
1152922604118486786,11,144,255,0,0.0859676898
1152922604118486786,11,144,254,0,0.0382929929
1152922604118487298,12,555,247,0,0.0138477534
1152922604118487298,12,555,246,0,0.129280016
1224979236083731712,13,44,1008,0,0.0537314005
1224979236083731712,13,43,1009,0,0.044513531
1224979236083731712,13,43,1010,0,0.0565117784
1224979236083731712,13,43,1011,0,0.0337231904
1224979236083731712,13,43,1012,0,0.0643382892
1224979236083737856,14,206,670,0,0.0369609296
1224979236083737856,14,206,669,0,0.0712551475
1224979236083737856,14,206,668,0,0.0587978028
1224979236083737856,14,206,667,0,0.0576346628
1224979236083737856,14,206,666,0,0.0241272766
1224979236083738112,15,218,1373,0,0.101550698
1224979236083738112,16,100,1171,0,0.0437607951
1224979236083738112,16,100,1170,0,0.0485396944
1224979236083738112,16,100,1169,0,0.0254297573
1224979236083738112,16,99,1169,0,0.0107250577
1224979236083738112,16,99,1168,0,0.0808171332
1224979236083738112,17,141,150,0,0.0331782214
1224979236083738112,17,141,149,0,0.0296890885
1224979236083738112,17,141,148,0,0.0530062877
1224979236083738112,17,141,147,0,0.0615427569
1224979236083738112,17,141,146,0,0.028965462
1224979236083738112,17,141,145,0,0.0493891798
1224979236083738112,17,141,144,0,0.0447465666
1224979236083738112,17,141,143,0,0.0458087735
1224979236083738112,17,141,142,0,0.0460536592
1224979236083738112,17,141,141,0,0.0470972098
1224979236083738112,17,141,140,0,0.0307271872
1224979236083738112,17,141,139,0,0.0528732203
1224979236083738112,17,141,138,0,0.080146715
1224979236083738368,18,165,1051,0,0.0261955187
1224979236083738368,18,165,1050,0,0.0573328733
1224979236083738368,18,165,1049,0,0.0698332265
1224979236083738368,18,165,1048,0,0.0461902134
1224979236083742208,19,205,249,0,0.0486778654
1224979236083742208,19,205,248,0,0.0987959951
1224979236083742208,20,234,1198,0,0.0628164262
1224979236083742208,20,234,1199,0,0.0500382856
1224979236083742208,20,234,1200,0,0.0641706511
1224979236083742208,20,234,1201,0,0.0585996136
1224979236083742208,20,234,1202,0,0.0715239048
1224979236083742208,20,234,1203,0,0.0466111153
1224979236083742208,20,234,1204,0,0.0822607502
1224979236083742208,21,95,851,0,0.0957280099
1224979236083742208,21,94,851,0,0.0377742946
1224979236083745024,22,262,1103,0,0.0112690385
1224979236083745024,22,262,1102,0,0.0580385588
1224979236083745024,22,262,1101,0,0.038249027
1224979236083745024,22,262,1100,0,0.078893654
1224979236083745024,22,262,1099,0,0.0414246283
1224979236083745024,22,262,1098,0,0.05100438
1224979236083745024,22,262,1097,0,0.0517512411
1224979236083745024,22,262,1096,0,0.0486085676
1224979236083745024,22,262,1095,0,0.0652810261
1224979236083745024,22,262,1094,0,0.0524395481
1224979236083745024,22,262,1093,0,0.0646188706
1224979236083745024,22,262,1092,0,0.0606045946
1224979236083745024,22,262,1091,0,0.0230657049
1224979236083745024,22,262,1090,0,0.036028143
1224979236083748608,23,194,628,0,0.0440202989
1224979236083748608,23,194,627,0,0.0639647022
1224979236083748608,23,194,626,0,0.0572280362
1224979236083748608,23,194,625,0,0.0850583836
1224979236083748608,23,194,624,0,0.0590503961
1224979236083748608,23,194,623,0,0.0507865511
1224979236083748608,23,194,622,0,0.0488427803
1224979236083748608,23,194,621,0,0.0704614371
1224979236083748608,23,194,620,0,0.0637100115
1224979236083748608,23,194,619,0,0.0508858189
1224979236083748608,23,194,618,0,0.0731559321
1224979236083748608,23,194,617,0,0.0242074933
1224979236083748608,23,194,616,0,0.037029162
1224979236083748608,24,0,850,0,0.0311134793
1224979236083748608,24,0,849,0,0.0843258724
1224979236083748608,24,0,848,0,0.0382997915
1224979236083748608,24,0,847,0,0.0508745164
1224979236083748608,24,0,846,0,0.0324255303
1224979236083748608,24,0,845,0,0.0353267752
1224979236083748608,24,0,844,0,0.0397139676
1224979236083748608,24,0,843,0,0.0657851398
1224979236083748608,24,0,842,0,0.0208736062
1224979236083749376,25,319,333,0,0.0617908984
1224979236083749376,25,319,332,0,0.0356926955
1224979236083752448,26,194,1077,0,0.0267244745
1224979236083752448,26,194,1076,0,0.091275759
1224979236083752704,27,300,1181,0,0.0875827223
1224979236083752704,28,221,1439,0,0.0708730742
1224979236083752704,28,221,1438,0,0.0739523396
1224979236083752704,28,221,1437,0,0.0598560199
1224979236083752960,29,63,319,0,0.0943950713
1224979236083752960,29,62,318,0,0.0588091314
1224979236083753216,30,310,18,0,0.0618647486
1224979236083753216,30,310,19,0,0.0383627862
1224979236083756288,31,43,1190,0,0.0329394899
1224979236083756288,31,42,1190,0,0.0161178373
1224979236083756288,31,42,1191,0,0.0946208909
1224979236083756288,32,191,704,0,0.160926625
1224979236083756544,33,127,1011,0,0.0251249056
1224979236083756544,33,127,1010,0,0.136579514
1224979236083756544,34,127,1010,0,0.0572858751
1224979236083756544,34,128,1009,0,0.0965830758
1224979236083756544,34,128,1008,0,0.0600204654
1224979236083756544,34,128,1007,0,0.051481463
1224979236083756544,35,212,810,0,0.0594174899
1224979236083756544,35,212,811,0,0.0218269415
1224979236083756544,35,213,811,0,0.0739445686
1224979236083756544,35,213,812,0,0.0378667191
1224979236083756544,35,214,812,0,0.0149819804
1224979236083756544,36,131,732,0,0.0669293627
1224979236083756544,36,131,731,0,0.0584861636
1224979236083756544,36,130,730,0,0.0293630194
1224979236083756544,37,214,602,0,0.0529911742
1224979236083756544,37,213,603,0,0.0391578302
1224979236083756544,38,133,586,0,0.069201462
1224979236083756544,38,134,586,0,0.0552514084
1224979236083756544,39,203,577,0,0.0805153102
1224979236083756544,39,203,576,0,0.0220630039
1224979236083756544,39,202,576,0,0.0377486348
1224979236083756544,40,154,621,0,0.0914211124
1224979236083756544,40,155,621,0,0.0432446823
1224979236083756800,41,301,953,0,0.0120446486
1224979236083756800,41,301,954,0,0.0686319247
1224979236083756800,41,301,955,0,0.0442255214
1224979236083756800,41,301,956,0,0.0666618943
1224979236083756800,41,301,957,0,0.0203158502
1224979236083756800,41,301,958,0,0.0118832933
1224979236083756800,42,54,27,0,0.0134447059
1224979236083756800,42,53,27,0,0.0648209527
1224979236083756800,42,53,28,0,0.0351269282
1224979236083759616,43,275,391,0,0.102685302
1224979236083759616,43,275,392,0,0.044875484
1224979236083759616,44,230,1413,0,0.130319446
1224979236083759872,45,244,772,0,0.0310599096
1224979236083759872,45,244,771,0,0.0574755296
1224979236083759872,45,244,770,0,0.035045702
1224979236083759872,45,244,769,0,0.0699306577
1224979236083759872,45,244,768,0,0.0573028848
1224979236083759872,45,244,767,0,0.0285011083
1224979236083760128,46,297,1201,0,0.0281252936
1224979236083760128,46,297,1202,0,0.0424622409
1224979236083760128,46,297,1203,0,0.0661535412
1224979236083760128,46,297,1204,0,0.0442220494
1224979236083763200,47,15,408,0,0.0299485214
1224979236083763200,47,15,409,0,0.0156596974
1224979236083763200,47,14,409,0,0.0849348307
1224979236083763712,48,329,245,0,0.0328568034
1224979236083763712,48,329,244,0,0.0854738429
1224979236083763712,48,329,243,0,0.0516212136
1224979236083763712,49,218,738,0,0.0176571831
1224979236083763712,49,218,739,0,0.0874431804
1224979236083763712,49,218,740,0,0.0611948818
1224979236083763712,50,39,1235,0,0.0380540416
1224979236083763712,50,39,1236,0,0.0646055564
1224979236083763712,50,39,1237,0,0.0812649429
1224979236083763712,50,38,1238,0,0.0366889015
1224979236083766784,51,140,83,0,0.0329707935
1224979236083766784,51,139,83,0,0.0247545969
1224979236083766784,51,139,82,0,0.0694734007
1224979236083766784,52,139,516,0,0.0840584636
1224979236083766784,52,139,517,0,0.0396701507
1224979236083766784,53,84,1058,0,0.11943794
1224979236083766784,53,83,1057,0,0.0579091795
1224979236083767040,54,313,1052,0,0.120758966
1224979236083767040,55,160,1209,0,0.0228798967
1224979236083767040,55,159,1209,0,0.0822862163
1224979236083767040,55,159,1210,0,0.0271183457
1224979236083767296,56,74,229,0,0.0418977402
1224979236083767296,56,74,228,0,0.101736099
1224979236083767296,56,74,227,0,0.0115904287
1224979236083767296,56,73,227,0,0.0591965914
1224979236083770368,57,105,820,0,0.0253322404
1224979236083770368,57,105,819,0,0.042021919
1224979236083770368,57,104,818,0,0.034588214
1224979236083770368,57,104,817,0,0.0518453121
1224979236083770368,57,104,816,0,0.0710057616
1224979236083770368,57,104,815,0,0.0659259409
1224979236083770368,57,104,814,0,0.0580755435
1224979236083770368,57,104,813,0,0.0127380304
1224979236083770368,57,104,812,0,0.0607759841
1224979236083770368,57,104,811,0,0.0239703357
1224979236083770624,58,56,1057,0,0.108023316
1224979236083770624,58,56,1058,0,0.0369135365
1224979236083771136,59,287,352,0,0.0515327565
1224979236083771136,59,287,353,0,0.0721509755
1224979236083771136,59,287,354,0,0.0624587722
1224979236083771136,59,287,355,0,0.0736893415
1224979236083771136,59,287,356,0,0.028867431
1224979236083774208,60,317,700,0,0.114524551
1224979236083774208,61,202,812,0,0.0983222649
1224979236083774208,62,137,1301,0,0.0416368581
1224979236083774208,62,136,1302,0,0.0500158332
1224979236083774464,63,263,1371,0,0.062711671
1224979236083774464,63,263,1372,0,0.0750556886
1224979236083774464,63,263,1373,0,0.0215920098
1224979236083774464,64,96,343,0,0.0669887289
1224979236083774464,64,95,343,0,0.0520430431
1224979236083774720,65,28,409,0,0.0537587181
1224979236083774720,65,28,410,0,0.0269721318
1224979236083774720,65,28,411,0,0.0408803821
1224979236083774720,65,28,412,0,0.0274801776
1224979236083774720,65,27,412,0,0.0328907408
1224979236083774720,65,27,413,0,0.0113134561
1224979236083774720,66,289,146,0,0.0309879817
1224979236083774720,66,289,147,0,0.0667287335
1224979236083774720,66,289,148,0,0.0658470392
1224979236083774720,66,289,149,0,0.0319395512
1224979236083774720,67,308,138,0,0.0111976555
1224979236083774720,67,309,138,0,0.0726735368
1224979236083774720,67,309,137,0,0.0642849356
1224979236083774720,68,315,140,0,0.0378218517
1224979236083774720,68,314,140,0,0.0563818701
1224979236083774720,68,314,139,0,0.0284862909
1224979236083774720,68,313,139,0,0.0541121624
1224979236083774720,68,312,138,0,0.0614223406
1224979236083774720,68,311,138,0,0.0483147763
1224979236083774720,68,311,137,0,0.0722897574
1224979236083777792,69,61,693,0,0.0544416234
1224979236083777792,69,61,692,0,0.0719863102
1224979236083778048,70,0,1413,0,0.0254146922
1224979236083778048,70,0,1414,0,0.0922207981
1224979236083778048,70,0,1415,0,0.0480344966
1224979236083778048,71,121,1338,0,0.12852563
1224979236083781376,72,309,1250,0,0.0272135437
1224979236083781376,72,310,1250,0,0.0925657451
1224979236083781376,72,310,1251,0,0.0512988195
1224979236083781632,73,331,358,0,0.0305436924
1224979236083781632,73,331,359,0,0.0666673705
1224979236083781632,73,331,360,0,0.0782442763
1224979236083781632,73,331,361,0,0.0339343585
1224979236083784960,74,53,1261,0,0.0826916769
1224979236083784960,74,52,1262,0,0.0700437054
1224979236083785216,75,76,381,0,0.0149044385
1224979236083785216,75,75,382,0,0.0623543188
1224979236083785216,75,75,383,0,0.0827579424
1224979236083785216,75,75,384,0,0.0270445682
1224979373522691072,76,30,1066,0,0.0334995314
1224979373522691072,76,30,1065,0,0.0546224378
1224979373522691072,76,30,1064,0,0.0598485135
1224979373522691072,76,30,1063,0,0.0596116297
1224979373522691072,76,30,1062,0,0.038238015
1224979373522691072,76,29,1062,0,0.0161609128
1224979373522691072,76,29,1061,0,0.0641774014
1224979373522691072,76,29,1060,0,0.0443579629
1224979373522691072,76,29,1059,0,0.0601577573
1224979373522691072,76,29,1058,0,0.062488623
1224979373522691072,76,29,1057,0,0.0553483404
1224979373522695680,77,282,402,0,0.0561291836
1224979373522695680,77,282,403,0,0.0400543027
1224979373522696192,78,149,51,0,0.0311479177
1224979373522696192,78,149,52,0,0.0729052797
1224979373522696192,78,149,53,0,0.084745571
1224979373522696192,78,149,54,0,0.0660526082
1224979373522699008,79,236,764,0,0.118160851
1224979373522699264,80,11,406,0,0.0767973363
1224979373522699264,80,10,406,0,0.0867155567
1224979373522699264,81,97,351,0,0.052129481
1224979373522699264,81,97,352,0,0.0764092952
1224979373522699264,81,97,353,0,0.0160438307
1224979373522702592,82,213,468,0,0.0767623112
1224979373522702592,82,213,467,0,0.0611112118
1224979373522702848,83,333,1433,0,0.126559272
1224979373522703104,84,96,588,0,0.0487072244
1224979373522703104,84,96,589,0,0.0921233073
1224979373522703104,84,96,590,0,0.0722405836
1224979373522706432,85,64,1437,0,0.122559428
1224979373522717184,86,197,98,0,0.10774377
1224979373522717184,86,197,99,0,0.0364478007
1224979373522717184,87,241,1271,0,0.0411431603
1224979373522717184,87,241,1272,0,0.0815037265
1224979373522717184,87,241,1273,0,0.0539810918
1224979373522717184,87,241,1274,0,0.0403449684
1224979373522723584,88,290,1414,0,0.0506572574
1224979373522723584,88,290,1413,0,0.0419479124
1224979373522723584,88,290,1412,0,0.0340163633
1224979373522723584,88,290,1411,0,0.0458111055
1224979373522723584,88,290,1410,0,0.0107214442
1224979373522730240,89,106,835,0,0.0211073328
1224979373522730240,89,106,834,0,0.0276317764
1224979373522730240,89,106,833,0,0.0533883236
1224979373522730240,89,106,832,0,0.0580433458
1224979373522730240,89,106,831,0,0.0665543079
1224979373522730240,89,106,830,0,0.0373644717
1224979373522730240,89,106,829,0,0.0521441586
1224979373522730240,89,106,828,0,0.0504124872
1224979373522730240,89,106,827,0,0.0675778836
1224979373522730240,89,106,826,0,0.0308774859
1224979373522730240,89,106,825,0,0.0350641496
1224979373522730240,89,106,824,0,0.0305274706
1224979373522730240,89,106,823,0,0.0424605757
1224979373522730240,89,106,822,0,0.0513026416
1224979373522730496,90,245,1111,0,0.0422227681
1224979373522730496,90,245,1110,0,0.0365593806
1224979373522730496,90,245,1109,0,0.0648426265
1224979373522730496,90,245,1108,0,0.0383002423
1224979373522730496,90,245,1107,0,0.0303814281
1224979373522730752,91,19,1353,0,0.0337986425
1224979373522730752,91,19,1352,0,0.0594135746
1224979373522730752,91,19,1351,0,0.0654657036
1224979373522730752,91,19,1350,0,0.078992039
1224979373522730752,91,19,1349,0,0.040904507
1224979373522731008,92,270,1385,0,0.10082373
1224979373522731008,93,157,1238,0,0.0355423875
1224979373522731008,93,157,1237,0,0.0319387577
1224979373522731008,93,157,1236,0,0.0720125586
1224979373522731008,93,157,1235,0,0.0833161697
1224979373522731008,93,157,1234,0,0.065287821
1224979373522735104,94,280,980,0,0.123083159
1224979373522738432,95,243,1091,0,0.0173468683
1224979373522738432,95,242,1091,0,0.0615207851
1224979373522738432,95,242,1090,0,0.0822477415
1224979373522738432,95,242,1089,0,0.0274444241
1224979373522738688,96,8,987,0,0.119807005
1224979373522739200,97,304,248,0,0.0263901912
1224979373522739200,97,304,249,0,0.0674988031
1224979373522739200,97,304,250,0,0.047927577
1224979373522739200,97,304,251,0,0.0575221814
1224979373522739200,97,304,252,0,0.0332407728
1224979373522739200,97,304,253,0,0.0874302536
1224979373522739200,97,304,254,0,0.0662991703
1224979373522739200,97,304,255,0,0.0147536881
1224979373522742784,98,34,338,0,0.0212657899
1224979373522742784,98,34,339,0,0.0697984993
1224979373522742784,98,34,340,0,0.0550648607
1224979373522742784,98,34,341,0,0.0383683182
1224979373522742784,98,33,341,0,0.0125308093
1224979373522742784,98,33,342,0,0.0804173723
1224979373522742784,98,33,343,0,0.039773155
1224979373522742784,98,33,344,0,0.0396544412
1224979373522742784,98,33,345,0,0.0147900414
1224979373522746880,99,94,1379,0,0.0482506752
1224979373522746880,99,94,1378,0,0.0718712881
1224979373522746880,99,94,1377,0,0.0229910351
1224979373522746880,99,94,1376,0,0.0530131869
1224979373522746880,99,94,1375,0,0.0631790534
1224979373522746880,99,94,1374,0,0.062025588
1224979373522746880,99,94,1373,0,0.0488973856
1224979373522746880,99,94,1372,0,0.0181761608
1224979373522746880,99,93,1371,0,0.0543450639
1224979373522746880,99,93,1370,0,0.0436109826
1224979373522746880,99,93,1369,0,0.0317847468
1224979373522746880,99,93,1368,0,0.075637497
1224979373522746880,99,93,1367,0,0.036642462
1224979373522746880,99,93,1366,0,0.0655909106
1224979373522746880,99,93,1365,0,0.026398465
1224979373522750464,100,220,1329,0,0.0301456489
1224979373522750464,100,219,1329,0,0.0338180214
1224979373522750464,100,219,1328,0,0.0515562557
1224979373522750464,100,219,1327,0,0.0549658835
1224979373522750464,100,219,1326,0,0.0467026234
1224979373522750464,100,219,1325,0,0.0463049449
1224979373522750464,100,219,1324,0,0.0321874097
1224979373522750464,100,219,1323,0,0.0399660282
1224979373522750464,100,219,1322,0,0.038671162
1224979373522750464,100,219,1321,0,0.0480123125
1224979373522750464,100,219,1320,0,0.0608133785
1224979373522750464,100,219,1319,0,0.0499492101
1224979373522750464,100,219,1318,0,0.0838261172
1224979373522750464,100,219,1317,0,0.029204743
1224979373522756352,101,216,1341,0,0.0476752892
1224979373522756352,101,216,1340,0,0.0881665871
1224979373522756352,102,73,843,0,0.0180206839
1224979373522756352,102,73,842,0,0.0989696458
1224979373522756352,102,73,841,0,0.0669624731
1224979373522759680,103,219,757,0,0.0364615731
1224979373522759680,103,218,757,0,0.0898377746
1224979373522759680,103,218,756,0,0.0119570727
1224979373522759936,104,276,611,0,0.0216384772
1224979373522759936,104,276,610,0,0.10501302
1224979373522759936,104,276,609,0,0.0558792949
1224979373522759936,104,276,608,0,0.0272111911
1224979373522763520,105,177,1403,0,0.134013772
1224979373522763520,105,177,1404,0,0.0235801861
1224979373522763520,106,4,566,0,0.0618212745
1224979373522763520,106,4,565,0,0.0760554895
1224979373522763520,106,4,564,0,0.0729460046
1224979373522764032,107,199,264,0,0.0650315508
1224979373522764032,107,198,264,0,0.084768258
1224979373522770688,108,213,536,0,0.0606787913
1224979373522770688,108,212,536,0,0.0591570251
1224979373522770944,109,78,743,0,0.0385544635
1224979373522770944,109,78,742,0,0.0187107716
1224979373522770944,109,77,742,0,0.104119033
1224979373522775040,110,179,806,0,0.0297072902
1224979373522775040,110,179,807,0,0.0907002911
1224979373522775040,110,179,808,0,0.023480162
1224979373522775040,110,179,809,0,0.054450307
1224979373522775040,110,179,810,0,0.0243925974
1224979373522777600,111,325,878,0,0.0583500788
1224979373522777600,111,325,877,0,0.042153649
1224979373522777600,111,325,876,0,0.0573261157
1224979373522777600,111,325,875,0,0.0702503324
1224979373522777600,111,325,874,0,0.0676774904
1224979373522777856,112,294,20,0,0.142008215
1224979373522781184,113,124,700,0,0.0382108502
1224979373522781184,113,123,700,0,0.0182462856
1224979373522781184,113,123,701,0,0.07361608
1224979373522781184,114,56,824,0,0.0427137502
1224979373522781184,114,56,823,0,0.0276233032
1224979373522781184,114,55,823,0,0.0480619967
1224979373522781184,114,55,822,0,0.0444761515
1224979373522781184,114,55,821,0,0.0664301291
1224979373522781184,114,55,820,0,0.0183304679
1224979373522781440,115,23,22,0,0.114656769
1224979373522781952,116,170,521,0,0.0724024773
1224979373522781952,116,170,522,0,0.0602775887
1224979373522781952,116,170,523,0,0.0585864745
1224979373522785280,117,269,1245,0,0.0777848288
1224979373522785280,117,269,1246,0,0.0755791068
1224979373522788352,118,258,738,0,0.024428023
1224979373522788352,118,258,737,0,0.0972499251
1224979373522788608,119,238,1088,0,0.017163299
1224979373522788608,119,238,1087,0,0.0873272717
1224979373522788608,119,238,1086,0,0.0812013075
1224979373522791936,120,104,40,0,0.130391449
1224979373522791936,121,102,958,0,0.0689091831
1224979373522791936,121,102,959,0,0.057746727
1224979373522792448,122,146,95,0,0.0250876807
1224979373522792448,122,145,95,0,0.0615943223
1224979373522792448,122,145,96,0,0.0795509294
1224979373522795008,123,300,1188,0,0.0602075718
1224979373522795008,123,300,1187,0,0.0455859229
1224979373522795008,123,300,1186,0,0.0762714744
1224979373522795008,123,300,1185,0,0.0595772527
1224979373522795008,123,300,1184,0,0.0764414147
1224979373522795008,123,300,1183,0,0.0573523268
1224979373522795008,123,300,1182,0,0.0432613827
1224979373522795008,123,300,1181,0,0.03197686
1224979373522795008,123,300,1180,0,0.0300683267
1224979373522795008,123,300,1179,0,0.0618565753
1224979373522795776,124,203,1212,0,0.133614704
1224979510961645824,125,267,444,0,0.031045109
1224979510961645824,125,267,445,0,0.0904573277
1224979510961645824,125,267,446,0,0.0401640385
1224979510961652224,126,143,309,0,0.0398552045
1224979510961652224,126,143,308,0,0.0859772041
1224979510961652480,127,109,292,0,0.0777407363
1224979510961652480,127,109,291,0,0.070089139
1224979510961652480,127,109,290,0,0.0214550514
1224979510961652480,128,333,54,0,0.0235806871
1224979510961652480,128,333,55,0,0.121558607
1224979510961655552,129,59,1435,0,0.0191658568
1224979510961655552,129,58,1435,0,0.121800482
1224979510961655808,130,137,241,0,0.135193661
1224979510961656064,131,55,73,0,0.0755557343
1224979510961656064,131,55,74,0,0.0845875591
1224979510961656320,132,128,525,0,0.084382847
1224979510961656320,132,128,526,0,0.0236724243
1224979510961656320,132,127,526,0,0.033146929
1224979510961660928,133,285,760,0,0.0769425407
1224979510961660928,133,285,759,0,0.0490788892
1224979510961660928,133,285,758,0,0.0594596043
1224979510961660928,133,285,757,0,0.0392191373
1224979510961660928,133,285,756,0,0.0313282199
1224979510961660928,133,285,755,0,0.0316994563
1224979510961660928,133,285,754,0,0.0468203947
